searge,name,side,desc
func_150905_g,getHealAmount,2,
func_150906_h,getSaturationModifier,2,
func_150910_a,fillBucket,2,
func_150911_c,createMapDataPacket,2,
func_150912_a,loadMapData,0,
func_150913_i,getToolMaterial,2,
func_150926_b,getRecord,0,
func_150927_i,getRecordNameLocal,0,
func_150930_a,isNBTValid,2,
func_150931_i,getDamageVsEntity,2,
func_150932_j,getToolMaterialName,2,
func_150943_a,setSubtypeNames,2,
func_150951_e,getStatName,2,
func_150967_d,getUncookedSaturationModifier,2,
func_150970_e,getCookedHealAmount,2,
func_150972_b,getUnlocalizedName,2,
func_150973_i,canCook,2,
func_150974_a,byMetadata,2,
func_150975_c,getUncookedHealAmount,2,
func_150976_a,getMetadata,2,
func_150977_f,getCookedSaturationModifier,2,
func_150978_a,byItemStack,2,
func_150995_f,getRepairItem,2,
func_150996_a,setItem,2,
func_150997_a,getStrVsBlock,2,
func_150998_b,canHarvestBlock,2,
func_151000_E,getChatComponent,2,
func_151001_c,setStackDisplayName,2,
func_151003_a,getSerializableElement,2,
func_151176_b,getStatEntityKilledBy,2,
func_151177_a,getOneShotStat,2,
func_151179_e,initItemDepleteStats,2,
func_151181_c,initMiningStats,2,
func_151182_a,getStatKillEntity,2,
func_151187_b,getJsonSerializableValue,2,
func_151188_a,setIntegerValue,2,
func_151189_a,getIntegerValue,2,
func_151190_a,setJsonSerializableValue,2,
func_151200_h,getJsonObjectStringFieldValue,2,
func_151201_f,jsonObjectFieldTypeIsPrimitive,0,
func_151202_d,jsonObjectFieldTypeIsArray,2,
func_151203_m,getJsonObjectIntegerFieldValue,2,
func_151204_g,jsonObjectHasNamedField,2,
func_151205_a,jsonObjectFieldTypeIsString,0,
func_151206_a,getJsonElementStringValue,2,
func_151207_m,getJsonElementAsJsonArray,2,
func_151208_a,getJsonObjectIntegerFieldValueOrDefault,2,
func_151209_a,getJsonObjectBooleanFieldValueOrDefault,2,
func_151210_l,getElementAsJsonObject,2,
func_151211_a,jsonElementTypeIsString,0,
func_151212_i,getJsonObjectBooleanFieldValue,0,
func_151213_a,getJsonObjectJsonArrayFieldOrDefault,0,
func_151214_t,getJsonObjectJsonArrayField,2,
func_151215_f,getJsonElementIntegerValue,2,
func_151216_b,getJsonElementBooleanValue,2,
func_151217_k,getJsonObjectFloatFieldValue,0,
func_151218_a,getJsonObjectFieldOrDefault,0,
func_151219_a,getJsonObjectStringFieldValueOrDefault,0,
func_151220_d,getJsonElementFloatValue,2,
func_151221_a,getJsonObjectFloatFieldValueOrDefault,2,
func_151222_d,getJsonElementTypeDescription,2,
func_151225_a,post,2,
func_151226_a,postMap,2,
func_151235_d,isPowerOfTwo,2,
func_151236_b,roundUpToPowerOfTwo,2,
func_151237_a,clamp_double,2,
func_151238_b,denormalizeClamp,2,
func_151239_c,calculateLogBaseTwo,2,
func_151240_a,randomFloatClamp,2,
func_151241_e,calculateLogBaseTwoDeBruijn,2,
func_151243_f,getIconItemDamage,0,
func_151244_d,getIconItemStack,0,
func_151246_b,isNullOrEmpty,2,
func_151247_a,sendToAllTrackingEntity,2,
func_151251_a,sendToAllPlayersWatchingChunk,2,
func_151252_a,sendTileToAllPlayersWatchingChunk,2,
func_151253_a,flagChunkForUpdate,2,
func_151255_a,getStringBuffer,2,
func_151256_a,writeAndFlush,2,
func_151265_a,addLanEndpoint,2,
func_151267_d,getServer,2,
func_151268_b,terminateEndpoints,2,
func_151269_c,networkTick,2,
func_151270_a,addLocalEndpoint,0,
func_151303_a,getName,2,
func_151304_b,getProtocol,2,
func_151315_a,setServerDescription,2,
func_151316_d,getFavicon,2,
func_151317_a,getServerDescription,2,
func_151318_b,getPlayerCountData,2,
func_151319_a,setPlayerCountData,2,
func_151320_a,setFavicon,2,
func_151321_a,setProtocolVersionInfo,2,
func_151322_c,getProtocolVersionInfo,2,
func_151330_a,setPlayers,2,
func_151331_c,getPlayers,2,
func_151332_a,getMaxPlayers,2,
func_151333_b,getOnlinePlayerCount,2,
func_151337_f,getBlock,2,
func_151338_e,getEventParameter,2,
func_151339_d,getEventID,2,
func_151351_a,getBlock,2,
func_151353_a,registerDispenserBehaviors,2,
func_151354_b,register,2,
func_151357_h,showWorldInfoNotice,0,
func_151358_j,setNotificationData,2,
func_151367_b,onUserHurt,2,
func_151368_a,onEntityDamaged,2,
func_151386_g,getLuckOfSeaModifier,2,
func_151387_h,getLureModifier,2,
func_151390_b,readFromBuf,0,
func_151391_a,writeToBuf,2,
func_151392_a,addPlayerToTeam,2,
func_151393_a,addSmeltingRecipeForBlock,2,
func_151394_a,addSmeltingRecipe,2,
func_151395_a,getSmeltingResult,2,
func_151396_a,addSmelting,2,
func_151397_a,compareItemStacks,2,
func_151398_b,getSmeltingExperience,2,
func_151426_a,getEnumChatVisibility,2,
func_151428_a,getChatVisibility,2,
func_151429_b,getResourceKey,0,
func_151438_a,getSoundLevel,0,
func_151439_a,setSoundLevel,0,
func_151440_a,setOptionKeyBinding,0,
func_151461_a,getChatComponent,0,
func_151462_b,setKeyCode,0,
func_151463_i,getKeyCode,0,
func_151464_g,getKeyDescription,0,
func_151466_e,getKeyCategory,0,
func_151467_c,getKeybinds,0,
func_151468_f,isPressed,0,
func_151469_h,getKeyCodeDefault,0,
func_151470_d,isKeyDown,0,
func_151498_a,isStairOrSlab,2,
func_151499_f,getEatingGrassTimer,2,
func_151507_a,writeWatchedListToPacketBuffer,2,
func_151508_b,readWatchedListFromPacketBuffer,2,
func_151509_a,writeTo,2,
func_151510_a,writeWatchableObjectToPacketBuffer,2,
func_151517_h,isDamageAbsolute,2,
func_151518_m,setDamageIsAbsolute,2,
func_151519_b,getDeathMessage,2,
func_151521_b,getDeathMessage,2,
func_151523_a,getDifficultyEnum,2,
func_151525_a,getDifficultyId,2,
func_151526_b,getDifficultyResourceKey,2,
func_151555_a,getMetadataWithOffset,2,
func_151565_r,getMaterialMapColor,2,
func_151616_a,biomesEqualOrMesaPlateau,2,
func_151617_b,selectModeOrRandom,2,
func_151618_b,isBiomeOceanic,2,
func_151619_a,selectRandom,2,
func_151624_d,getIntsHeatIce,2,
func_151625_e,getIntsSpecial,2,
func_151626_c,getIntsCoolWarm,2,
func_151634_b,canBiomesBeNeighbors,2,
func_151635_b,replaceBiomeEdge,2,
func_151636_a,replaceBiomeEdgeIfNecessary,2,
func_151685_b,getRepairItem,2,
func_151686_a,addStats,2,
func_152106_a,setPlayerProfile,2,
func_152107_a,setType,2,
func_152108_a,getPlayerProfile,2,
func_152109_d,updatePlayerProfile,2,
func_152113_b,getOwnerId,2,
func_152114_e,isOwner,2,
func_152115_b,setOwnerId,2,
func_152116_bZ,isChickenJockey,2,
func_152117_i,setChickenJockey,2,
func_152122_n,hasPlayerInfo,0,
func_152123_o,hasSkin,0,
func_152125_a,drawScaledCustomSizeModalRect,0,
func_152340_a,readImageToBuffer,0,
func_152342_ad,getSkinManager,0,
func_152343_a,addScheduledTask,0,
func_152344_a,addScheduledTask,2,
func_152345_ab,isCallingFromMinecraftThread,2,
func_152346_Z,getTwitchStream,0,
func_152347_ac,getSessionService,0,
func_152348_aa,dispatchKeypresses,0,
func_152349_b,isUnicode,0,
func_152357_F,getGameProfiles,2,
func_152358_ax,getPlayerProfileCache,2,
func_152359_aw,getGameProfileRepository,2,
func_152361_a,setConfigManager,2,
func_152368_aE,convertFiles,1,
func_152369_aG,sleepFiveSeconds,1,
func_152372_a,notifyOperators,2,
func_152373_a,notifyOperators,2,
func_152374_a,notifyOperators,2,
func_152376_a,calcDamageByCreature,2,
func_152378_a,getPlayerEntityByUUID,2,
func_152379_p,getRenderDistanceChunks,2,
func_152421_a,setSessionType,0,
func_152428_f,getSessionType,0,
func_152430_c,renderStreamIndicator,0,
func_152433_a,loadTextureFromServer,0,
func_152436_a,render,0,
func_152437_a,render,0,
func_152446_a,read,2,
func_152447_a,readType,2,
func_152448_b,readKey,2,
func_152449_a,readNBT,2,
func_152450_a,read,2,
func_152459_a,readGameProfileFromNBT,2,
func_152506_a,getOfflineProfile,2,
func_152583_a,copyFrom,0,
func_152584_a,setResourceMode,0,
func_152586_b,getResourceMode,0,
func_152589_a,getMotd,0,
func_152596_g,canSendCommands,2,
func_152597_c,removePlayerFromWhitelist,2,
func_152598_l,getWhitelistedPlayerNames,2,
func_152599_k,getWhitelistedPlayers,2,
func_152600_g,getAllProfiles,2,
func_152601_d,addWhitelistedPlayer,2,
func_152602_a,getPlayerStatsFile,2,
func_152603_m,getOppedPlayers,2,
func_152604_a,setGameType,0,
func_152605_a,addOp,2,
func_152606_n,getOppedPlayerNames,2,
func_152607_e,canJoin,2,
func_152608_h,getBannedPlayers,2,
func_152610_b,removeOp,2,
func_152611_a,setViewDistance,2,
func_152612_a,getPlayerByUsername,2,
func_152617_w,saveUserBanList,1,
func_152618_v,saveIpBanList,1,
func_152619_x,loadIpBanList,1,
func_152620_y,loadUserBansList,1,
func_152621_a,hasPlayerInstance,2,
func_152622_a,setPlayerViewRadius,2,
func_152634_a,skinAvailable,0,
func_152640_f,getValue,2,
func_152641_a,onSerialization,2,
func_152644_a,getPermissionLevel,2,
func_152655_a,getGameProfileForUsername,2,
func_152678_f,writeChanges,2,
func_152679_g,readSavedFile,1,
func_152680_h,removeExpired,2,
func_152681_a,getObjectKey,2,
func_152682_a,createEntry,2,
func_152683_b,getEntry,2,
func_152684_c,removeEntry,2,
func_152685_a,getKeys,2,
func_152686_a,setLanServer,2,
func_152687_a,addEntry,2,
func_152688_e,getValues,2,
func_152689_b,isLanServer,2,
func_152690_d,hasEntries,1,
func_152691_c,getSaveFile,1,
func_152692_d,hasEntry,2,
func_152700_a,getGameProfileFromName,2,
func_152701_b,getProfileId,2,
func_152702_a,isBanned,2,
func_152703_a,isUsernameBanned,2,
func_152707_c,addressToString,2,
func_152708_a,isBanned,2,
func_152709_b,getBanEntry,2,
func_152710_d,convertWhitelist,1,
func_152711_b,mkdir,1,
func_152712_b,hasUnconvertableFiles,1,
func_152713_b,parseDate,1,
func_152714_a,tryConvert,1,
func_152715_c,hasUnconvertablePlayerFiles,1,
func_152717_a,lookupNames,2,
func_152718_c,convertOplist,1,
func_152721_a,readFile,1,
func_152722_b,convertIpBanlist,1,
func_152723_a,convertSaveFiles,1,
func_152724_a,convertUserBanlist,1,
func_152725_d,getPlayersDirectory,1,
func_152727_c,backupConverted,1,
func_152750_a,deserializeEntry,2,
func_152751_a,serializeEntry,2,
func_152754_s,getJsonObject,0,
func_152755_a,get,0,
func_152764_a,parsePass,0,
func_152765_a,parseGroup,0,
func_152767_b,addStatToSnooper,2,
func_152768_a,addClientStat,2,
func_152780_c,getInputStreamAssets,0,
func_152782_a,getResourceMap,0,
func_152788_a,loadSkinFromCache,0,
func_152789_a,loadSkin,0,
func_152790_a,loadProfileTextures,0,
func_152792_a,loadSkin,0,
func_152805_a,getPackDescription,0,
func_152816_j,getStreamInfo,0,
func_152825_o,isIngestTesting,0,
func_152829_a,setRecordingDeviceVolume,0,
func_152837_b,setPlaybackDeviceVolume,0,
func_152839_p,isBroadcastPaused,0,
func_152843_l,getChannelInfo,0,
func_152850_m,isBroadcasting,0,
func_152852_P,getErrorCode,0,
func_152856_w,isReady,0,
func_152857_n,isReadyToBroadcast,0,
func_152915_s,updateStreamVolume,0,
func_152919_o,isPaused,0,
func_152923_i,shutdownStream,0,
func_152946_b,formatStreamKbps,0,
func_152947_c,formatStreamBps,0,
func_152948_a,formatStreamFps,0,
func_153157_c,glGetShaderi,0,
func_153158_d,glGetShaderInfoLog,0,
func_153159_d,glUniform4,0,
func_153160_c,glUniformMatrix4,0,
func_153161_d,glUseProgram,0,
func_153162_d,glUniform4,0,
func_153163_f,glUniform1i,0,
func_153164_b,glGetAttribLocation,0,
func_153165_e,glGenFramebuffers,0,
func_153166_e,glGetProgramInfoLog,0,
func_153167_i,glCheckFramebufferStatus,0,
func_153168_a,glUniform1,0,
func_153169_a,glShaderSource,0,
func_153170_c,glCompileShader,0,
func_153171_g,glBindFramebuffer,0,
func_153172_c,getLogText,0,
func_153173_a,glUniformMatrix2,0,
func_153174_h,glDeleteFramebuffers,0,
func_153175_a,glGetProgrami,0,
func_153176_h,glBindRenderbuffer,0,
func_153177_b,glUniform2,0,
func_153178_b,glAttachShader,0,
func_153179_f,glLinkProgram,0,
func_153180_a,glDeleteShader,0,
func_153181_a,glUniform1,0,
func_153182_b,glUniform2,0,
func_153183_d,glCreateProgram,0,
func_153184_g,glDeleteRenderbuffers,0,
func_153185_f,glGenRenderbuffers,0,
func_153186_a,glRenderbufferStorage,0,
func_153187_e,glDeleteProgram,0,
func_153188_a,glFramebufferTexture2D,0,
func_153189_b,glUniformMatrix3,0,
func_153190_b,glFramebufferRenderbuffer,0,
func_153191_c,glUniform3,0,
func_153192_c,glUniform3,0,
func_153193_b,areShadersSupported,0,
func_153194_a,glGetUniformLocation,0,
func_153195_b,glCreateShader,0,
func_154311_a,setText,0,
func_154313_b,setEnabled,0,
func_154314_d,getId,0,
func_154315_e,getEnabled,0,
func_154316_f,getPositionY,0,
func_154317_g,getRealmsButton,0,
func_154331_x,getLastActiveTime,2,
func_154333_a,getName,0,
func_154346_a,hasAcceptedEULA,1,
func_154347_a,loadEULAFile,1,
func_154348_b,createEULAFile,1,
func_174791_d,getPositionVector,2,
func_174792_t_,sendCommandFeedback,2,
func_174793_f,getCommandSenderEntity,2,
func_174794_a,setCommandStat,2,
func_174805_g,setAlwaysRenderNameTag,2,
func_174806_f,getVectorForRotation,2,
func_174808_Z,createRunningParticles,2,
func_174809_b,isLiquidPresentInAABB,2,
func_174810_b,setSilent,2,
func_174811_aO,getHorizontalFacing,2,
func_174812_G,onKillCommand,2,
func_174813_aQ,getEntityBoundingBox,2,
func_174814_R,isSilent,2,
func_174818_b,getDistanceSq,2,
func_174820_d,replaceItemInInventory,2,
func_174821_h,setOutsideBorder,2,
func_174822_a,rayTrace,0,
func_174824_e,getPositionEyes,0,
func_174826_a,setEntityBoundingBox,2,
func_174828_a,moveToBlockPosAndAngles,2,
func_174829_m,resetPositionToBB,2,
func_174830_Y,spawnRunningParticles,2,
func_174831_c,getDistanceSqToCenter,2,
func_174832_aS,isOutsideBorder,2,
func_174833_aM,getAlwaysRenderNameTag,2,
func_174862_a,createKnot,2,
func_174863_b,getKnotForPosition,2,
func_174867_a,setPickupDelay,2,
func_174868_q,setNoPickupDelay,2,
func_174869_p,setDefaultPickupDelay,2,
func_174871_r,setInfinitePickupDelay,2,
func_174872_o,getAge,0,
func_174873_u,setNoDespawn,2,
func_174874_s,cannotPickup,2,
func_174875_k,getGuiID,2,
func_174876_a,createContainer,2,
func_174877_v,getPos,2,
func_174878_a,setPos,2,
func_174884_b,updateGameprofile,2,
func_174885_b,setField,2,
func_174886_c,closeInventory,2,
func_174887_a_,getField,2,
func_174888_l,clear,2,
func_174889_b,openInventory,2,
func_174890_g,getFieldCount,2,
func_174891_i,getLockCode,2,
func_174892_a,setLockCode,2,
func_174893_q_,isLocked,2,
func_174897_t,getDisplayTile,2,
func_174903_a,isBurning,0,
func_174914_o,mayTransfer,2,
func_174922_i,getWidth,2,
func_174923_h,getHeight,2,
func_174927_b,getPistonState,2,
func_174930_e,getFacing,2,
func_174935_a,restoreLastBlurMipmap,0,
func_174936_b,setBlurMipmap,0,
func_174937_a,setBlurMipmapDirect,0,
func_174942_a,registerSprite,0,
func_174943_a,loadSprites,0,
func_174944_f,getMissingSprite,0,
func_174951_a,getMissingModel,0,
func_174952_b,getTextureMap,0,
func_174953_a,getModel,0,
func_174954_c,getBlockModelShapes,0,
func_174959_b,notifyLightSet,2,
func_174960_a,markBlockForUpdate,2,
func_174961_a,playRecord,2,
func_174962_a,getViewVector,0,
func_174963_q,generateStars,0,
func_174964_o,generateSky2,0,
func_174965_a,cleanupDamagedBlocks,0,
func_174966_b,makeEntityOutlineShader,0,
func_174967_a,updateChunks,0,
func_174968_a,renderSky,0,
func_174969_t,postRenderDamagedBlocks,0,
func_174970_a,setupTerrain,0,
func_174971_n,updateDestroyBlockIcons,0,
func_174972_a,spawnParticle,0,
func_174973_a,getRenderChunkOffset,0,
func_174974_b,spawnEntityFX,0,
func_174975_c,renderEntityOutlineFramebuffer,0,
func_174976_a,renderSky,0,
func_174977_a,renderBlockLayer,0,
func_174978_c,getVisibleFacings,0,
func_174979_m,setDisplayListEntitiesDirty,0,
func_174980_p,generateSky,0,
func_174981_a,drawBlockDamageTexture,0,
func_174982_a,renderBlockLayer,0,
func_174983_a,isPositionInRenderChunk,0,
func_174984_a,fixTerrainFrustum,0,
func_174985_d,isRenderEntityOutlines,0,
func_174986_e,stopChunkUpdates,0,
func_175016_a,renderBlockBrightness,0,
func_175017_a,getBakedModel,0,
func_175018_a,renderBlock,0,
func_175019_b,getBlockModelRenderer,0,
func_175020_a,renderBlockDamage,0,
func_175021_a,isRenderTypeChest,0,
func_175022_a,getModelFromBlockState,0,
func_175023_a,getBlockModelShapes,0,
func_175029_a,registerBlock,0,
func_175030_a,renderItemOverlays,0,
func_175031_a,registerBlock,0,
func_175032_a,renderQuads,0,
func_175033_a,renderQuad,0,
func_175034_a,applyTransform,0,
func_175035_a,renderModel,0,
func_175036_a,renderModel,0,
func_175037_a,getItemModelMesher,0,
func_175038_a,putQuadNormal,0,
func_175040_a,renderItemModelTransform,0,
func_175041_b,registerItems,0,
func_175042_a,renderItemIntoGUI,0,
func_175043_b,renderItemModel,0,
func_175044_a,drawRect,0,
func_175045_a,renderModel,0,
func_175046_c,preTransform,0,
func_175047_a,registerItem,0,
func_175048_a,registerItem,0,
func_175049_a,renderItemModelForEntity,0,
func_175050_a,shouldRenderItemIn3D,0,
func_175063_a,drawStringWithShadow,0,
func_175064_b,getColorCode,0,
func_175065_a,drawString,0,
func_175066_a,loadEntityShader,0,
func_175067_i,renderWorldDirections,0,
func_175068_a,renderWorldPass,0,
func_175069_a,loadShader,0,
func_175070_n,isDrawBlockOutline,0,
func_175071_c,switchUseShader,0,
func_175072_h,disableLightmap,0,
func_175085_a,getSoundMap,0,
func_175086_a,handleResourcePackStatus,2,
func_175087_a,handleAnimation,2,
func_175088_a,handleSpectate,2,
func_175089_a,setPlayerLocation,2,
func_175093_a,handleWorldBorder,2,
func_175094_a,handleCamera,2,
func_175095_a,handleResourcePack,2,
func_175096_a,handlePlayerListHeaderFooter,2,
func_175097_a,handleEntityNBT,2,
func_175098_a,handleCombatEvent,2,
func_175099_a,handleTitle,2,
func_175100_a,handleSetCompressionLevel,2,
func_175101_a,handleServerDifficulty,2,
func_175102_a,getPlayerInfo,0,
func_175105_e,getGameProfile,0,
func_175108_a,triggerNote,2,
func_175109_g,initializeBannerData,0,
func_175110_d,getColorList,0,
func_175111_b,getBaseColor,2,
func_175112_a,setItemValues,2,
func_175113_c,getPatterns,2,
func_175114_c,getPatternList,0,
func_175115_b,getBaseColor,2,
func_175117_e,removeBannerData,2,
func_175124_c,getCommandResultStats,2,
func_175131_l,getBlock,2,
func_175138_ci,getXPSeed,2,
func_175140_cp,hasReducedDebug,0,
func_175141_a,openEditSign,2,
func_175142_cm,isAllowEdit,2,
func_175143_p,isInBed,2,
func_175144_cb,isUser,0,
func_175146_a,canOpen,2,
func_175147_b,getOfflineUUID,2,
func_175149_v,isSpectator,2,
func_175150_k,setReducedDebug,0,
func_175151_a,canPlayerEdit,2,
func_175154_l,getSkinType,0,
func_175155_b,getPlayerInfo,0,
func_175156_o,getFovModifier,0,
func_175158_f,setClientBrand,0,
func_175160_A,isCurrentViewEntity,0,
func_175161_p,onUpdateWalkingPlayer,0,
func_175162_d,isOpenBlockSpace,0,
func_175163_u,sendHorseInventory,0,
func_175174_a,drawTexturedModalRect,0,
func_175175_a,drawTexturedModalRect,0,
func_175180_a,renderGameOverlay,0,
func_175181_h,getTabList,0,
func_175183_b,showCrosshair,0,
func_175184_a,renderHotbarItem,0,
func_175203_a,setCentered,0,
func_175211_a,setWidth,0,
func_175213_c,buildDisplayString,0,
func_175236_d,isReducedDebug,0,
func_175237_a,renderDebugInfo,0,
func_175238_c,getDebugInfoRight,0,
func_175239_b,renderDebugInfoRight,0,
func_175240_a,bytesToMb,0,
func_175244_b,setHeader,0,
func_175248_a,setFooter,0,
func_175264_a,renderTooltip,0,
func_175274_a,setText,0,
func_175275_f,sendChatMessage,0,
func_175281_b,sendChatMessage,0,
func_175378_g,updateActivePotionEffects,0,
func_175396_E,getTabListDisplayName,2,
func_175397_a,loadResourcePack,2,
func_175398_C,getSpectatingEntity,2,
func_175399_e,setSpectatingEntity,2,
func_175402_q,getShowArms,2,
func_175403_w,getLeftLegRotation,0,
func_175404_u,getLeftArmRotation,0,
func_175405_c,setLeftArmRotation,2,
func_175406_a,damageArmorStand,2,
func_175407_x,getRightLegRotation,0,
func_175408_t,getBodyRotation,2,
func_175409_C,dropContents,2,
func_175410_n,isSmall,2,
func_175411_v,getRightArmRotation,0,
func_175412_z,playParticles,2,
func_175413_k,setShowArms,2,
func_175414_r,hasNoBasePlate,2,
func_175415_a,setHeadRotation,2,
func_175416_h,writePoseToNBT,2,
func_175417_e,setLeftLegRotation,2,
func_175418_s,getHeadRotation,2,
func_175419_y,readPoseFromNBT,2,
func_175420_a,setSmall,2,
func_175421_A,dropBlock,2,
func_175423_p,hasNoGravity,2,
func_175424_b,setBodyRotation,2,
func_175425_j,setNoGravity,2,
func_175426_l,setNoBasePlate,2,
func_175427_f,setRightLegRotation,2,
func_175428_d,setRightArmRotation,2,
func_175446_cd,isAIDisabled,2,
func_175456_n,applyEntityAI,2,
func_175457_ck,isAngry,2,
func_175461_cl,isElder,2,
func_175466_co,getTargetedEntity,2,
func_175495_n,isSpawnedByPlayer,2,
func_175496_a,setSpawnedByPlayer,2,
func_175509_cj,getFleeceColor,2,
func_175512_b,setFleeceColor,2,
func_175529_r,setRabbitType,2,
func_175531_cl,getRabbitType,2,
func_175544_ck,setupTamedAI,2,
func_175546_cu,getCollarColor,2,
func_175547_a,setCollarColor,2,
func_175554_cu,populateBuyingList,2,
func_175570_h,getInstance,1,
func_175571_m,shouldTrackOutput,2,
func_175572_n,getCommandResultStats,2,
func_175573_a,setTrackOutput,2,
func_175576_a,getEntityFromUuid,2,
func_175577_aI,getNetworkCompressionTreshold,2,
func_175579_a,isBlockProtected,2,
func_175580_aG,getMaxWorldSize,2,
func_175581_ab,getResourcePackHash,2,
func_175582_h,createNewCommandManager,2,
func_175583_aK,getServerThread,1,
func_175584_a,setResourcePackFromWorld,2,
func_175585_v,setInstance,0,
func_175586_a,callFromMainThread,2,
func_175587_aJ,getCurrentTime,1,
func_175592_a,setStaticInstance,0,
func_175593_aQ,getMaxTickTime,1,
func_175594_ao,setWindowIcon,0,
func_175595_al,initStream,0,
func_175596_ai,getSessionInfo,0,
func_175597_ag,getItemRenderer,0,
func_175598_ae,getRenderManager,0,
func_175599_af,getRenderItem,0,
func_175600_c,getVersion,0,
func_175601_h,updateDisplay,0,
func_175602_ab,getBlockRendererDispatcher,0,
func_175603_A,scheduleResourcesRefresh,0,
func_175604_i,checkWindowResize,0,
func_175605_an,setInitialDisplayMode,0,
func_175606_aa,getRenderViewEntity,0,
func_175607_a,setRenderViewEntity,0,
func_175608_ak,registerMetadataSerializers,0,
func_175609_am,createDisplay,0,
func_175610_ah,getDebugFPS,0,
func_175623_d,isAirBlock,2,
func_175624_G,getWorldType,2,
func_175625_s,getTileEntity,2,
func_175626_b,getCombinedLight,0,
func_175627_a,getStrongPower,2,
func_175628_b,getLightFor,0,
func_175629_a,getLightForExt,0,
func_175630_e,getPositionIndex,0,
func_175631_c,getBlockStateRaw,0,
func_175637_a,forceBlockUpdateTick,2,
func_175638_a,getRawLight,2,
func_175639_b,isAreaLoaded,2,
func_175640_z,isBlockPowered,2,
func_175641_c,addBlockEvent,2,
func_175642_b,getLightFor,2,
func_175643_b,init,2,
func_175644_a,getEntities,2,
func_175645_m,getHorizon,2,
func_175646_b,markChunkDirty,2,
func_175647_a,getEntitiesWithinAABB,2,
func_175648_a,isAreaLoaded,2,
func_175649_E,getDifficultyForLocation,2,
func_175650_b,loadEntities,2,
func_175651_c,getRedstonePower,2,
func_175652_B,setSpawnPoint,2,
func_175653_a,setLightFor,2,
func_175654_a,updateBlockTick,2,
func_175655_b,destroyBlock,2,
func_175656_a,setBlockState,2,
func_175657_ab,getSkylightSubtracted,2,
func_175658_ac,getLastLightningBolt,0,
func_175659_aa,getDifficulty,2,
func_175660_a,isBlockModifiable,2,
func_175661_b,getPlayers,2,
func_175663_a,isAreaLoaded,2,
func_175664_x,checkLight,2,
func_175666_e,updateComparatorOutputLevel,2,
func_175667_e,isBlockLoaded,2,
func_175668_a,isBlockLoaded,2,
func_175669_a,playBroadcastSound,2,
func_175670_e,canBlockFreeze,2,
func_175671_l,getLightFromNeighbors,2,
func_175672_r,getTopSolidOrLiquidBlock,2,
func_175673_a,isInsideBorder,2,
func_175676_y,getStrongPower,2,
func_175677_d,isBlockNormalCube,2,
func_175678_i,canSeeSky,2,
func_175679_n,notifyLightSet,2,
func_175680_a,isChunkLoaded,2,
func_175681_c,unloadEntities,2,
func_175682_a,spawnParticle,0,
func_175683_a,doesBlockHaveSolidTopSurface,2,
func_175684_a,scheduleUpdate,2,
func_175685_c,notifyNeighborsOfStateChange,2,
func_175686_ad,isFindingSpawnPoint,2,
func_175687_A,isBlockIndirectlyGettingPowered,2,
func_175688_a,spawnParticle,2,
func_175689_h,markBlockForUpdate,2,
func_175690_a,setTileEntity,2,
func_175691_a,isBlockTickPending,2,
func_175692_b,setSkylightSubtracted,2,
func_175693_T,getMapStorage,2,
func_175694_M,getSpawnPoint,2,
func_175695_a,notifyNeighborsOfStateExcept,2,
func_175696_F,isWater,2,
func_175697_a,isAreaLoaded,2,
func_175698_g,setBlockToAir,2,
func_175699_k,getLight,2,
func_175700_a,addTileEntity,2,
func_175701_a,isValid,2,
func_175702_c,setLastLightningBolt,2,
func_175703_c,getGroundAboveSeaLevel,2,
func_175704_b,markBlockRangeForRenderUpdate,2,
func_175705_a,getLightFromNeighborsFor,0,
func_175706_a,isAreaLoaded,2,
func_175707_a,isAreaLoaded,2,
func_175708_f,canSnowAt,2,
func_175709_b,isSidePowered,2,
func_175710_j,canBlockSeeSky,2,
func_175711_a,isAreaLoaded,2,
func_175713_t,removeTileEntity,2,
func_175714_ae,getVillageCollection,2,
func_175715_c,sendBlockBreakProgress,2,
func_175716_a,canBlockBePlaced,2,
func_175717_a,playRecord,2,
func_175718_b,playAuxSFX,2,
func_175719_a,extinguishFire,2,
func_175720_a,spawnParticle,2,
func_175721_c,getLight,2,
func_175722_b,notifyNeighborsRespectDebug,2,
func_175723_af,getWorldBorder,2,
func_175724_o,getLightBrightness,2,
func_175725_q,getPrecipitationHeight,2,
func_175726_f,getChunkFromBlockCoords,2,
func_175727_C,canLightningStrike,2,
func_175731_a,playSoundAtPos,0,
func_175733_a,getEntityFromUuid,2,
func_175737_aj,setDebugWorldSettings,2,
func_175739_a,spawnParticle,2,
func_175746_b,getColorIndex,2,
func_175750_a,addBlockInfo,2,
func_175755_a,parseInt,2,
func_175756_a,parseDouble,2,
func_175758_e,getEntityName,2,
func_175760_a,parseLong,2,
func_175764_a,parseInt,2,
func_175765_c,parseDouble,2,
func_175766_b,parseLong,2,
func_175772_d,getWorldBorder,2,
func_175783_e,getSlotForShortcut,2,
func_175784_d,getUsernames,2,
func_175786_a,tryExecute,2,
func_175914_a,setGeneratedBlock,2,
func_176052_a,getMapPacket,2,
func_176053_a,updateMapData,2,
func_176055_c,checkDoorExistence,2,
func_176056_a,getNearestVillage,2,
func_176057_e,positionInList,2,
func_176058_f,isWoodDoor,2,
func_176059_d,addToNewDoorsList,2,
func_176060_a,addToVillagerPositionList,2,
